index,string,shingles
8494,AAaAaBbccDDEeGGGGhiiJjlllLllMNoOrRSstUvvvwWXXXxyYZZzZ,"oOrR,GGhi,iJjl,GGGh,OrRS,vwWX,AaBb,lllL,AAaA,iiJj,EeGG,vvwW,xyYZ,Bbcc,hiiJ,Uvvv,llLl,Ghii,bccD,XXxy,eGGG,WXXX,aAaB,aBbc,llMN,ZZzZ,RSst,lLll,MNoO,NoOr,vvvw,DDEe,wWXX,stUv,LllM,tUvv,Jjll,jlll,GGGG,SstU,DEeG,rRSs,XxyY,cDDE,lMNo,XXXx,ccDD,AaAa,YZZz,yYZZ"
8495,AAbbbbCCCcceeEEffGhhijJLLLlLLLmmMmnnnnppppqRrtTUUUUuWWxxYyzzz,"UUUu,yzzz,bCCC,CCcc,jJLL,LLmm,CCCc,uWWx,ccee,mMmn,mmMm,bbbb,EEff,ijJL,pqRr,eEEf,LLLl,Ghhi,hhij,Ccce,nnnp,ppqR,ffGh,fGhh,AAbb,bbbC,UUuW,nppp,LmmM,bbCC,nnnn,rtTU,lLLL,Abbb,LLLm,hijJ,pppq,tTUU,WxxY,qRrt,RrtT,ceeE,JLLL,WWxx,xYyz,TUUU,Mmnn,Yyzz,LLlL,pppp,mnnn,EffG,UUUU,LlLL,xxYy,nnpp,UuWW,eeEE"
8496,aBbcCeFgGhHIiJJkkLlmmOPPQqqQSsTTuUuVwxxYzz,"BbcC,hHIi,kkLl,GhHI,bcCe,lmmO,uUuV,iJJk,JkkL,wxxY,UuVw,sTTu,HIiJ,Vwxx,PQqq,TuUu,PPQq,FgGh,kLlm,SsTT,uVwx,aBbc,xxYz,IiJJ,QqqQ,OPPQ,eFgG,JJkk,xYzz,mmOP,Llmm,qqQS,QSsT,cCeF,qQSs,gGhH,CeFg,TTuU,mOPP"
8497,AaBCcdDEGgHHIjJjJkklLllNNNqqqssSuWwZzZZ,"NNqq,jJjJ,dDEG,sSuW,jJkk,JjJk,llNN,klLl,IjJj,uWwZ,CcdD,DEGg,qssS,EGgH,cdDE,gHHI,BCcd,lNNN,kklL,NNNq,AaBC,Jkkl,Nqqq,ssSu,aBCc,HHIj,lLll,SuWw,qqss,HIjJ,LllN,qqqs,ZzZZ,GgHH,WwZz,wZzZ"
8498,AAbbcccCDdDefFghhiijjJKKkkKLlmoOOppPQsSTtUUUvvWwXxZzz,"jJKK,KkkK,KLlm,XxZz,jjJK,Llmo,fFgh,kkKL,moOO,xZzz,OppP,UvvW,efFg,Abbc,tUUU,WwXx,cccC,PQsS,CDdD,DdDe,UUvv,ppPQ,KKkk,pPQs,vvWw,dDef,UUUv,wXxZ,hhii,vWwX,AAbb,cCDd,hiij,Fghh,bccc,ccCD,OOpp,kKLl,lmoO,TtUU,oOOp,JKKk,STtU,sSTt,DefF,ghhi,QsST,bbcc,iijj,ijjJ"
8499,aaBBcCCCDddeEHhhhHIiIJkKklLLLMMNnppQrRssSsTtUUuVVyyZ,"eEHh,CCCD,CDdd,ddeE,EHhh,hHIi,KklL,klLL,hhhH,iIJk,pQrR,IJkK,hhHI,LLMM,ssSs,VVyy,SsTt,BBcC,UUuV,UuVV,LLLM,Ddde,tUUu,VyyZ,aaBB,aBBc,Nnpp,cCCC,sSsT,uVVy,JkKk,HIiI,ppQr,BcCC,sTtU,lLLL,QrRs,TtUU,MMNn,MNnp,kKkl,CCDd,rRss,deEH,LMMN,Hhhh,nppQ,IiIJ,RssS"
8500,bCcCcdeeHHJkKkLLmNPqQqQQRRSTWWxxXyyY,"mNPq,CcCc,LLmN,cdee,QRRS,RRST,XyyY,cCcd,KkLL,TWWx,qQqQ,xXyy,QqQQ,PqQq,JkKk,STWW,QQRR,WWxx,LmNP,eHHJ,kKkL,NPqQ,WxxX,eeHH,qQQR,Ccde,HJkK,deeH,kLLm,RSTW,bCcC,HHJk,xxXy"
8501,aBbdEFGggIiiJjkKLLmMNNoOpqrrSSSttuuuUvVwWxxzZ,"aBbd,VwWx,SSSt,ttuu,pqrr,uuuU,SStt,bdEF,BbdE,mMNN,LmMN,UvVw,ggIi,FGgg,iiJj,gIii,KLLm,xxzZ,NNoO,rSSS,uuUv,tuuu,kKLL,uUvV,EFGg,MNNo,JjkK,vVwW,Sttu,wWxx,NoOp,oOpq,GggI,dEFG,qrrS,rrSS,LLmM,Wxxz,Opqr,iJjk,jkKL,IiiJ"
8502,AAcdeeeEfgGhHhIiIKkkKklLMMmnNOpPPPppqQrRrrRrrrSsSTTvvVwXyYyZ,"LMMm,KkkK,eeeE,KklL,cdee,TTvv,HhIi,kkKk,sSTT,vvVw,PPPp,VwXy,qQrR,ppqQ,eeEf,fgGh,vVwX,klLM,iIKk,GhHh,rrrS,pPPP,rSsS,wXyY,IKkk,eEfg,rRrr,EfgG,OpPP,RrrR,hHhI,rrRr,XyYy,hIiI,MMmn,IiIK,pqQr,rrSs,Pppq,AAcd,nNOp,NOpP,SsST,lLMM,PPpp,TvvV,kKkl,QrRr,Acde,deee,Rrrr,gGhH,MmnN,mnNO,STTv,yYyZ"
8503,aAAbBCDeeFHiiLMMMnNNOPpprStttvXyYYz,"OPpp,MMMn,NNOP,bBCD,DeeF,iiLM,pprS,eFHi,Sttt,tvXy,HiiL,yYYz,iLMM,rStt,tttv,ttvX,MnNN,nNNO,aAAb,FHii,prSt,eeFH,MMnN,BCDe,LMMM,NOPp,Pppr,XyYY,vXyY,CDee,AbBC,AAbB"
8504,aABDddeeeeffgHHjJKkLoPrRrrrsTuwx,"eeff,sTuw,ddee,fgHH,aABD,rrsT,BDdd,rrrs,Tuwx,eeef,jJKk,ffgH,rsTu,JKkL,Ddde,gHHj,ABDd,rRrr,effg,HjJK,HHjJ,LoPr,kLoP,PrRr,deee,Rrrr,oPrR,KkLo,eeee"
8505,BbCCdEEEeegghIIIijjkklllmMnNNNOOppqSStttuwWxYZz,"eegg,BbCC,ijjk,mMnN,SStt,wWxY,EEee,CdEE,Sttt,EEEe,NOOp,ttuw,eggh,Eeeg,jjkk,dEEE,lllm,Iijj,MnNN,qSSt,hIII,kkll,OOpp,lmMn,tuwW,NNNO,pqSS,xYZz,jkkl,ghII,nNNN,Oppq,IIij,bCCd,gghI,NNOO,ppqS,llmM,tttu,WxYZ,IIIi,CCdE,klll,uwWx"
8506,bceffhhiiJKMNnnNooPpQsTTUUwxxYyZzz,"effh,TUUw,fhhi,Uwxx,NnnN,oPpQ,nnNo,sTTU,pQsT,ooPp,NooP,xYyZ,yZzz,wxxY,bcef,hiiJ,PpQs,hhii,QsTT,KMNn,ffhh,UUwx,TTUU,JKMN,iJKM,ceff,iiJK,nNoo,xxYy,YyZz,MNnn"
8507,ABBDdDeEffGGHhJkMNoOQrrSssUvvVWWwwWxXz,"NoOQ,wwWx,OQrr,GGHh,wWxX,hJkM,ssUv,eEff,GHhJ,kMNo,ffGG,rSss,vvVW,fGGH,dDeE,HhJk,WxXz,DdDe,VWWw,BBDd,WWww,sUvv,JkMN,BDdD,ABBD,rrSs,MNoO,vVWW,QrrS,SssU,WwwW,EffG,oOQr,DeEf,UvvV"
8508,AbBBBCCDddeeFgIjjjJKnOpQrtUuuvvWYYyZZ,"CDdd,jjJK,KnOp,YYyZ,jjjJ,rtUu,AbBB,bBBB,eeFg,vvWY,pQrt,gIjj,deeF,BBCC,Ddde,YyZZ,BBBC,uuvv,jJKn,QrtU,WYYy,uvvW,tUuu,nOpQ,vWYY,FgIj,Ijjj,eFgI,CCDd,OpQr,BCCD,JKnO,Uuuv,ddee"
8509,abdEeFGgghHhhIiijJmmNNnOOOOPpQQRRrstUUvVVWwXxxYzz,"stUU,jJmm,UUvV,abdE,nOOO,QRRr,Iiij,UvVV,wXxx,FGgg,EeFG,Rrst,WwXx,vVVW,JmmN,OPpQ,hhIi,OOOO,NnOO,RRrs,XxxY,mmNN,mNNn,NNnO,rstU,QQRR,xxYz,bdEe,OOOP,pQQR,eFGg,ijJm,hHhh,HhhI,ghHh,xYzz,iijJ,hIii,OOPp,Gggh,gghH,PpQQ,VWwX,dEeF,VVWw,tUUv"
8510,bbbcCdDEEeggGghiIiIjjJKkKLlMmMmMnOOqRrRRRsSstuUuuUvWwWxxyyYYZz,"uUuu,xxyy,RRsS,cCdD,eggG,jjJK,DEEe,LlMm,Gghi,JKkK,bcCd,WwWx,IiIj,Wxxy,mMmM,UuuU,dDEE,sSst,stuU,jJKk,lMmM,OOqR,MmMn,rRRR,uuUv,UvWw,YYZz,qRrR,ggGg,CdDE,KkKL,IjjJ,bbcC,hiIi,MmMm,RrRR,MnOO,wWxx,iIiI,kKLl,OqRr,RRRs,ghiI,uUvW,KLlM,xyyY,RsSs,bbbc,yyYY,EEeg,Eegg,gGgh,vWwW,yYYZ,nOOq,mMnO,Sstu,iIjj,tuUu"
8511,aAABBBbDDDEfGgIIjJjJKkkKKKlmmMnoPPPpQQttUUuUVvwxyzzZ,"AABB,aAAB,KkkK,mmMn,gIIj,Vvwx,jJjJ,UUuU,vwxy,wxyz,PPpQ,PPPp,QQtt,BBBb,bDDD,lmmM,MnoP,UVvw,IjJj,fGgI,UuUV,jJKk,BBbD,EfGg,uUVv,oPPP,DDDE,JKkk,tUUu,QttU,noPP,kKKK,ttUU,BbDD,mMno,ABBB,yzzZ,KKlm,DEfG,Klmm,kkKK,JjJK,pQQt,PpQQ,GgII,xyzz,KKKl,DDEf,IIjJ"
8512,abbDDdDEfFFHHhiJLLopqrsSsTtTuuuvwWWxXXXyYZz,"uuvw,WxXX,abbD,WWxX,bbDD,LLop,tTuu,wWWx,rsSs,FFHH,iJLL,Lopq,SsTt,EfFF,FHHh,opqr,JLLo,yYZz,DEfF,qrsS,DdDE,HHhi,vwWW,XXyY,TtTu,DDdD,dDEf,pqrs,sSsT,HhiJ,bDDd,uvwW,sTtT,uuuv,XyYZ,xXXX,Tuuu,XXXy,fFFH,hiJL"
8513,CcDffgggHhiJjjkLLmMnPPPQRttTUvWWWWXyyYyzZ,"TUvW,WXyy,LmMn,CcDf,ggHh,iJjj,nPPP,hiJj,vWWW,mMnP,WWXy,PPQR,XyyY,YyzZ,MnPP,ttTU,tTUv,yyYy,PPPQ,yYyz,jjkL,fggg,gHhi,QRtt,WWWX,cDff,UvWW,RttT,HhiJ,jkLL,gggH,Dffg,kLLm,Jjjk,WWWW,LLmM,PQRt,ffgg"
8514,AaaaBCCCCDDEEFfGGghHIiIiJJkKKLmNOOOppPQqRrTUuvvVWwxxYzzZ,"aaaB,RrTU,CCCD,hHIi,QqRr,EEFf,CDDE,iJJk,OppP,JkKK,PQqR,vvVW,aBCC,uvvV,IiIi,OOOp,CCDD,NOOO,aaBC,wxxY,JJkK,LmNO,ppPQ,pPQq,Uuvv,YzzZ,rTUu,VWwx,vVWw,ghHI,HIiI,iIiJ,DEEF,Aaaa,OOpp,xxYz,IiJJ,KLmN,FfGG,BCCC,TUuv,EFfG,Wwxx,DDEE,xYzz,CCCC,GGgh,GghH,kKKL,mNOO,fGGg,KKLm,qRrT"
8515,AaBbcCEeEfHhhIjjjJKkkMNoOopPQQqrStvWWWxY,"opPQ,BbcC,EfHh,kkMN,jjJK,oOop,WWWx,jjjJ,EeEf,bcCE,QQqr,AaBb,WWxY,kMNo,qrSt,PQQq,rStv,vWWW,hhIj,tvWW,CEeE,jJKk,cCEe,NoOo,JKkk,StvW,KkkM,aBbc,fHhh,MNoO,HhhI,QqrS,eEfH,Ijjj,OopP,pPQQ,hIjj"
8516,AaaCdeEEFFGHHIijJllLorRSTuuUwxYZz,"jJll,uuUw,STuu,aaCd,rRST,FFGH,GHHI,orRS,JllL,IijJ,CdeE,EEFF,EFFG,LorR,uUwx,ijJl,aCde,RSTu,UwxY,eEEF,HIij,HHIi,xYZz,TuuU,wxYZ,lLor,FGHH,AaaC,deEE,llLo"
8517,AAABbcDdeEFFIIJKKmMOoOPpPpqsSTTuUUvVVVVWwzZ,"UUvV,AAAB,sSTT,PpPp,JKKm,vVVV,UvVV,uUUv,KKmM,DdeE,BbcD,oOPp,eEFF,VWwz,FFII,TuUU,OPpP,FIIJ,deEF,qsST,bcDd,STTu,ABbc,IJKK,AABb,EFFI,pPpq,WwzZ,KmMO,OoOP,pqsS,VVVV,Ppqs,cDde,IIJK,MOoO,TTuU,VVVW,VVWw,mMOo"
8518,AabBCcCddGGhiIiiJJjJKKKMmmNoqQRsssTtTtTvVVwWwWxXYYYZzZ,"MmmN,abBC,jJKK,TtTv,GGhi,iiJJ,wWxX,bBCc,TvVV,vVVw,WwWx,WxXY,NoqQ,GhiI,TtTt,CddG,QRss,iJJj,YYZz,AabB,JKKK,CcCd,JJjJ,YZzZ,sssT,qQRs,cCdd,ddGG,hiIi,tTvV,BCcC,KMmm,VwWw,sTtT,XYYY,JjJK,oqQR,dGGh,mNoq,Rsss,YYYZ,iIii,xXYY,wWwW,KKMm,mmNo,KKKM,ssTt,tTtT,IiiJ,VVwW"
8519,abCCCDDddeFfFGHhhHhiIKLlLMMnnNppPQrssTVwxxyYYZzZ,"LlLM,nNpp,CCCD,fFGH,abCC,bCCC,DDdd,CDDd,Qrss,iIKL,hhHh,CCDD,ssTV,TVwx,YYZz,Ddde,GHhh,ppPQ,Vwxx,xxyY,IKLl,MMnn,MnnN,xyYY,YZzZ,ddeF,eFfF,FfFG,nnNp,pPQr,KLlL,PQrs,rssT,deFf,HhhH,lLMM,LMMn,sTVw,hHhi,HhiI,wxxy,yYYZ,FGHh,hiIK,NppP"
8520,BbcDefFggGHHhIiIIijjJKkkllmmnnpRrTTTuUvvvXxxYYZZ,"TuUv,YYZZ,jjJK,HhIi,IiII,xYYZ,lmmn,FggG,RrTT,rTTT,kllm,llmm,BbcD,HHhI,efFg,mmnn,jJKk,npRr,GHHh,bcDe,xxYY,JKkk,Uvvv,pRrT,XxxY,Kkkl,Iijj,vvvX,fFgg,hIiI,kkll,nnpR,TTTu,mnnp,vvXx,ggGH,IIij,vXxx,cDef,DefF,iIIi,gGHH,TTuU,uUvv,ijjJ"
8521,aaaabCDeeegggghhiijkkKlNOOpqQsTtuUUvWwwwwwYZ,"eegg,gghh,uUUv,wwYZ,bCDe,qQsT,UUvW,wwwY,jkkK,aabC,kkKl,NOOp,OpqQ,abCD,QsTt,wwww,ijkk,UvWw,gggg,pqQs,KlNO,OOpq,lNOO,aaaa,hhii,aaab,hiij,Deee,eeeg,Wwww,kKlN,vWww,sTtu,iijk,tuUU,eggg,CDee,ghhi,gggh,TtuU"
8522,aaADDeeEeEfgGGghjJJKlMMNNOooOPpPqQrrSSvVVWxXXYyyzZZ,"PpPq,ghjJ,WxXX,NOoo,JJKl,EeEf,KlMM,ooOP,pPqQ,SSvV,SvVV,rSSv,oOPp,eEeE,VVWx,OPpP,vVVW,hjJJ,XYyy,NNOo,JKlM,eEfg,qQrr,aADD,EfgG,aaAD,gGGg,yzZZ,DDee,PqQr,DeeE,yyzZ,QrrS,lMMN,XXYy,OooO,VWxX,eeEe,GGgh,fgGG,jJJK,MMNN,rrSS,xXXY,Yyyz,Gghj,ADDe,MNNO"
8523,AbCccDEeEefgGHjJjKLLOOOpQQQRSTVVxzzz,"KLLO,fgGH,Eefg,gGHj,TVVx,HjJj,DEeE,LLOO,Vxzz,OpQQ,bCcc,JjKL,LOOO,OOOp,pQQQ,AbCc,efgG,ccDE,eEef,QRST,cDEe,GHjJ,RSTV,VVxz,xzzz,QQQR,jJjK,jKLL,CccD,EeEe,OOpQ,STVV,QQRS"
8524,AAAabBCCcDEfGghhHIIJjkklLlMmmmnPptuUvVwWWwwwXyz,"BCCc,abBC,AAab,Gghh,LlMm,Mmmm,wwwX,nPpt,Pptu,hhHI,UvVw,klLl,EfGg,IIJj,fGgh,AabB,kklL,HIIJ,IJjk,mmnP,uUvV,WWww,mmmn,tuUv,lMmm,vVwW,AAAa,wXyz,ghhH,Wwww,lLlM,mnPp,DEfG,jkkl,bBCC,hHII,CcDE,cDEf,wWWw,ptuU,VwWW,Jjkk,wwXy,CCcD"
8525,DDEFFFGGgHijjJKLMNNpQqQRssTuUUWWY,"FFGG,KLMN,jjJK,RssT,UWWY,EFFF,GgHi,DEFF,DDEF,ssTu,TuUU,jJKL,QRss,NNpQ,pQqQ,FGGg,gHij,uUUW,NpQq,qQRs,LMNN,JKLM,sTuU,GGgH,UUWW,Hijj,QqQR,MNNp,FFFG,ijjJ"
8526,aAefFffGGGGHiJjjJJJjKKLlmoqQqqSsSstuvvwwwXXyyyyz,"jKKL,JJJj,KLlm,Llmo,XXyy,oqQq,GGHi,vvww,iJjj,HiJj,wwwX,aAef,fGGG,yyyz,jJJJ,JJjK,ffGG,GHiJ,sSst,wwXX,uvvw,QqqS,jjJJ,tuvv,SsSs,yyyy,lmoq,fFff,moqQ,qqSs,stuv,FffG,KKLl,AefF,GGGG,vwww,Xyyy,JjjJ,wXXy,efFf,qSsS,GGGH,JjKK,Sstu,qQqq"
8527,AABbCcDDeefgGgiIjjJkkLlMnNNOOpQqQrRRSsStvvvvwWXyyZ,"WXyy,kkLl,bCcD,vwWX,vvvv,XyyZ,jJkk,qQrR,ABbC,QqQr,CcDD,lMnN,sStv,NOOp,wWXy,vvwW,kLlM,JkkL,eefg,efgG,BbCc,jjJk,pQqQ,gGgi,QrRR,giIj,SsSt,MnNN,nNNO,IjjJ,AABb,Stvv,DDee,fgGg,tvvv,vvvw,OpQq,rRRS,RSsS,cDDe,LlMn,NNOO,Deef,OOpQ,RRSs,GgiI,iIjj"
8528,AAABbBBCcdDdDEeEFfFFFFFHiiiJjJKLlLLMNoPPpQqQRrssTtvvwwWXXyzZ,"bBBC,AAAB,DEeE,PPpQ,vvww,oPPp,WXXy,FFFH,iiJj,CcdD,dDEe,FfFF,BbBB,ABbB,Rrss,sTtv,Ttvv,cdDd,jJKL,iiiJ,tvvw,LLMN,EeEF,EFfF,BCcd,pQqQ,DdDE,NoPP,wwWX,FFHi,fFFF,PpQq,Hiii,AABb,FHii,KLlL,QRrs,FFFF,BBCc,rssT,wWXX,qQRr,JKLl,XXyz,lLLM,dDdD,JjJK,LlLL,QqQR,iJjJ,MNoP,XyzZ,ssTt,vwwW,eEFf,LMNo"
8529,AacCdDDeEEefGhHHHIijJKllMMMNnpppPPqrrssTtuUVvvvxXYZzZ,"cCdD,pppP,vvvx,GhHH,XYZz,eEEe,tuUV,MMMN,Pqrr,EefG,HHHI,fGhH,AacC,IijJ,TtuU,uUVv,llMM,ppPP,JKll,vxXY,dDDe,jJKl,Nnpp,UVvv,Vvvv,YZzZ,EEef,nppp,vvxX,qrrs,hHHH,HIij,HHIi,lMMM,DeEE,DDeE,rssT,xXYZ,MMNn,efGh,sTtu,MNnp,KllM,PPqr,CdDD,rrss,ssTt,acCd,pPPq,ijJK"
8530,AAAAaBcccDDeeefFFfGgIiIIIIJKKKKLllLlMnnnOPPPqRrrTtuUuuVvvWxXyYYy,"RrrT,uUuu,xXyY,Bccc,gIiI,IiII,nnOP,FFfG,lMnn,GgIi,efFF,uVvv,fGgI,tuUu,fFFf,eefF,eeef,VvvW,Mnnn,PqRr,vWxX,llLl,JKKK,KKKK,AAaB,PPqR,FfGg,UuuV,rrTt,IJKK,nnnO,aBcc,cccD,Deee,LllL,yYYy,AAAa,IIIJ,OPPP,uuVv,lLlM,DDee,iIII,WxXy,IIII,rTtu,KKLl,KLll,AaBc,KKKL,vvWx,qRrr,nOPP,cDDe,XyYY,AAAA,IIJK,LlMn,ccDD,TtuU,PPPq"
8531,aabCCdEEgGGGhjjJkLmMmNnOOoOPpQQrRSstTtUUUuVwWWwYyzZ,"UUUu,SstT,hjjJ,dEEg,GGGh,abCC,kLmM,jJkL,WwYy,aabC,CdEE,oOPp,EgGG,YyzZ,tUUU,QQrR,LmMm,OPpQ,UUuV,uVwW,mMmN,jjJk,mNnO,NnOO,UuVw,WWwY,stTt,JkLm,EEgG,RSst,TtUU,Ghjj,OoOP,nOOo,gGGG,tTtU,rRSs,QrRS,bCCd,MmNn,wWWw,OOoO,VwWW,PpQQ,GGhj,CCdE,wYyz,pQQr"
8532,AAbBbbbCCcdDDeeFfHKkLLMmmMmNpqRSTTTTuVxyY,"eFfH,DeeF,TTuV,TuVx,fHKk,CcdD,mmMm,KkLL,uVxy,mMmN,FfHK,STTT,pqRS,qRST,bCCc,RSTT,LLMm,dDDe,CCcd,NpqR,TTTT,bbbC,bBbb,bbCC,kLLM,TTTu,AbBb,DDee,Bbbb,cdDD,LMmm,MmNp,HKkL,mNpq,MmmM,eeFf,VxyY,AAbB"
8533,AAAAbCCDDEEeefhHiJjkKKlllMMmMNOOppQqQQRrrsStUUVvwWWwxyyYzzzZ,"AbCC,mMNO,kKKl,DEEe,rrsS,yyYz,HiJj,Eeef,CDDE,UVvw,OppQ,StUU,EEee,MNOO,rsSt,NOOp,lllM,bCCD,CCDD,yYzz,llMM,wxyy,pQqQ,KKll,zzzZ,ppQq,vwWW,MmMN,QqQQ,JjkK,MMmM,sStU,tUUV,UUVv,OOpp,jkKK,AAAb,qQQR,hHiJ,Rrrs,DDEE,Wwxy,xyyY,QRrr,efhH,QQRr,AAAA,AAbC,eefh,Klll,VvwW,lMMm,wWWw,WWwx,Yzzz,iJjk,fhHi"
8534,AAAbbccdefffFfGHhHIijjLLmmmMMoOOpQQqqRRSSttUuVVWxYyYYZ,"QqqR,deff,fffF,hHIi,ijjL,bccd,QQqq,fFfG,RRSS,LLmm,qqRR,SStt,OpQQ,efff,MMoO,qRRS,Abbc,GHhH,mMMo,VVWx,uVVW,cdef,UuVV,jjLL,YyYY,SttU,MoOO,Iijj,mmmM,xYyY,AAbb,RSSt,fGHh,WxYy,ccde,HIij,AAAb,ffFf,ttUu,oOOp,tUuV,HhHI,Lmmm,pQQq,FfGH,bbcc,yYYZ,VWxY,OOpQ,jLLm,mmMM"
8535,bbBCccdDDFFfhIiJJLMoOOPqQQrRSstTTVVxxXXYyZZ,"qQQr,oOOP,dDDF,TVVx,bBCc,ccdD,fhIi,TTVV,iJJL,QQrR,xxXX,JLMo,VxxX,OPqQ,FFfh,YyZZ,hIiJ,Cccd,MoOO,RSst,IiJJ,PqQQ,XYyZ,cdDD,bbBC,tTTV,XXYy,DFFf,stTT,FfhI,LMoO,OOPq,DDFF,rRSs,QrRS,JJLM,VVxx,xXXY,SstT,BCcc"
8536,AaAabcCdEeeFGghhiJKKmOOooPqRSSSsTtUuVWWWwXZZZz,"OooP,SSSs,Gghh,wXZZ,abcC,aAab,XZZZ,ZZZz,bcCd,JKKm,iJKK,hhiJ,KKmO,CdEe,ooPq,SsTt,WWwX,qRSS,EeeF,SSsT,dEee,eeFG,PqRS,OOoo,KmOO,UuVW,VWWW,Aabc,mOOo,oPqR,cCdE,hiJK,sTtU,uVWW,eFGg,WWWw,WwXZ,RSSS,FGgh,tUuV,TtUu,ghhi,AaAa"
8537,AaABDeeFFGgHIijjjkKKKLMMnppQrrrRrSsTtuuUVVwwwXXXxYYZZ,"XXxY,YYZZ,xYYZ,RrSs,jjjk,eeFF,jjkK,DeeF,Ttuu,aABD,wwwX,uUVV,tuuU,ijjj,wXXX,SsTt,wwXX,UVVw,Vwww,AaAB,MMnp,gHIi,ABDe,rSsT,pQrr,kKKK,Iijj,rrRr,rRrS,FGgH,ppQr,jkKK,HIij,KKLM,eFFG,Qrrr,sTtu,FFGg,KKKL,LMMn,Mnpp,VVww,BDee,XXXx,KLMM,XxYY,nppQ,GgHI,rrrR,uuUV"
8538,AaabbbbCCDeeEefGGHHhiiJjkkKlNNOOpqrRsstTTUuVWWXxYyyZzz,"xYyy,Hhii,yyZz,WXxY,WWXx,jkkK,EefG,iiJj,kkKl,lNNO,bbbb,fGGH,NOOp,TUuV,bCCD,VWWX,GHHh,yZzz,XxYy,tTTU,hiiJ,efGG,HHhi,YyyZ,OOpq,eEef,abbb,bbbC,UuVW,bbCC,KlNN,Aaab,kKlN,uVWW,DeeE,sstT,TTUu,stTT,pqrR,Rsst,eeEe,CDee,NNOO,CCDe,GGHH,Jjkk,qrRs,Opqr,iJjk,aabb,rRss"
8539,bDDEEFfHIkLLloPPPpqqqQSSuuUVWWWXYy,"qQSS,WXYy,PPPp,EEFf,LloP,SuuU,uUVW,qqqQ,fHIk,oPPP,loPP,LLlo,IkLL,WWWX,kLLl,DEEF,VWWW,pqqq,SSuu,PPpq,Ppqq,DDEE,QSSu,qqQS,WWXY,bDDE,FfHI,EFfH,UVWW,HIkL,uuUV"
8540,aAadEEeEFfFGGgHkKkMPPpqRRrsUVvVXXyyZ,"pqRR,XXyy,XyyZ,UVvV,aAad,qRRr,VvVX,EEeE,MPPp,vVXX,EeEF,EFfF,dEEe,FGGg,RrsU,RRrs,PpqR,AadE,kMPP,FfFG,gHkK,PPpq,rsUV,GGgH,sUVv,HkKk,KkMP,kKkM,GgHk,adEE,VXXy,fFGG,eEFf"
8541,aAaAAbBbBDddDfGGhIJJJKKKMMoOpQQQRrRRSSsssTTUUvWXxXz,"bBbB,DfGG,RRSS,GhIJ,WXxX,SSss,XxXz,AaAA,bBDd,BDdd,oOpQ,OpQQ,ssTT,sTTU,UUvW,MMoO,aAaA,UvWX,pQQQ,BbBD,vWXx,MoOp,QRrR,fGGh,JKKK,TUUv,JJJK,ddDf,AAbB,RSSs,KMMo,aAAb,JJKK,sssT,RrRR,TTUU,Ssss,AbBb,QQQR,KKMM,IJJJ,rRRS,dDfG,GGhI,DddD,KKKM,QQRr,hIJJ"
8542,aABBcCCcdddfghiiJKLMMnoOoOpprSsTTTUuUvvVwWyYYyzzz,"dfgh,MMno,TUuU,yzzz,aABB,vvVw,VwWy,oOoO,cddd,pprS,WyYY,fghi,BBcC,noOo,sTTT,hiiJ,OoOp,TTTU,YYyz,iJKL,ddfg,rSsT,SsTT,CCcd,vVwW,dddf,prSs,BcCC,yYYy,UuUv,JKLM,wWyY,ABBc,iiJK,Yyzz,TTUu,cCCc,Ccdd,LMMn,oOpp,Oppr,KLMM,uUvv,ghii,MnoO,UvvV"
8543,adFFFFHHhiklLOoQqrrrSTTTUUuvvvWxXxz,"hikl,rSTT,FFFH,lLOo,oQqr,klLO,iklL,FFHH,FHHh,rrrS,STTT,vWxX,OoQq,TTTU,dFFF,Uuvv,HHhi,WxXx,TTUU,FFFF,xXxz,Qqrr,uvvv,Hhik,UUuv,vvWx,qrrr,LOoQ,vvvW,rrST,TUUu,adFF"
8544,AcDdEEfHJjjJJkllmmmmooQQstUVvvwWWwxyZZz,"mmmo,tUVv,ooQQ,Vvvw,QQst,kllm,llmm,Jkll,fHJj,DdEE,jJJk,stUV,vvwW,yZZz,lmmm,jjJJ,vwWW,UVvv,xyZZ,mooQ,mmoo,AcDd,wxyZ,dEEf,Wwxy,EfHJ,mmmm,JjjJ,oQQs,QstU,wWWw,cDdE,JJkl,WWwx,EEfH,HJjj"
8545,BBcdEfFffgHhHhIJJJLlMnNorrrsUUVvwwWwWxYyyz,"HhHh,rrsU,xYyy,EfFf,BBcd,UVvw,WwWx,wWxY,nNor,rrrs,sUUV,lMnN,gHhH,fgHh,Norr,cdEf,ffgH,rsUU,Fffg,hHhI,fFff,UUVv,wwWw,WxYy,Vvww,IJJJ,HhIJ,JLlM,dEfF,JJJL,LlMn,BcdE,wWwW,JJLl,Yyyz,orrr,vwwW,MnNo,hIJJ"
